Table,State,Distr,Area,Total_Rural_Urban,Edu_level,Total_dis_popln,Male_dis_popln,Female_dis_popln,Seeing_dis_popln,Male_Seeing_popln,Female_Seeing_popln,Hearing_dis_popln,Male_Hearing_popln,Female_Hearing_popln,Speech_dis_popln,Male_Speech_popln,Female_Speech_popln,Movement_dis_popln,Male_Movement_popln,Female_Movement_popln,Mental_ret_dis_popln,Male_Mental_ret_popln,Female_Mental_ret_popln,Mental_ill_dis_popln,Male_Mental_ill_popln,Female_Mental_ill_popln,Other_dis_popln,Male_Other_popln,Female_Other_popln,Mult_dis_popln,Male_Mult_popln,Female_Mult_popln
C5129,28,000,State - ANDHRA PRADESH,Total,Literate,1095529,687998,407531,174867,107979,66888,173231,101582,71649,117621,71561,46060,284200,198759,85441,46213,27877,18336,16514,10388,6126,224417,132201,92216,58466,37651,20815
C5129,28,000,State - ANDHRA PRADESH,Total,Literate but below primary,155825,92013,63812,25820,15241,10579,23635,13083,10552,18350,10534,7816,33732,22459,11273,10245,5693,4552,2338,1338,1000,29827,16354,13473,11878,7311,4567
C5129,28,000,State - ANDHRA PRADESH,Total,Primary but below middle,290271,174150,116121,47223,28180,19043,44757,24875,19882,30854,17528,13326,77421,52434,24987,13452,7619,5833,5087,2895,2192,53388,29434,23954,18089,11185,6904
C5129,28,000,State - ANDHRA PRADESH,Total,Middle but below matric/secondary,107283,65859,41424,16895,10172,6723,16879,9554,7325,11429,6691,4738,27895,19434,8461,4482,2804,1678,1611,998,613,22264,12552,9712,5828,3654,2174
C5129,28,000,State - ANDHRA PRADESH,Total,Matric/Secondary but below graduate,307364,203387,103977,47767,30742,17025,47680,29533,18147,32167,20732,11435,89317,64377,24940,9572,6304,3268,4279,3008,1271,63610,39686,23924,12972,9005,3967
C5129,28,000,State - ANDHRA PRADESH,Total,Graduate and above,120194,82510,37684,20126,13669,6457,20657,13283,7374,12993,8916,4077,33273,24532,8741,2878,1964,914,1181,870,311,26355,17230,9125,2731,2046,685
C5129,28,000,State - ANDHRA PRADESH,Rural,Total ,1512961,812882,700079,261467,127379,134088,197246,96517,100729,138068,76156,61912,411720,249840,161880,92195,47964,44231,30581,15303,15278,238999,123976,115023,142685,75747,66938
C5129,28,000,State - ANDHRA PRADESH,Rural,Illiterate,901678,413204,488474,176161,71212,104949,118289,47931,70358,76553,37868,38685,211763,107980,103783,64461,31136,33325,20113,8661,11452,128916,57078,71838,105422,51338,54084
C5129,28,000,State - ANDHRA PRADESH,Rural,Literate,611283,399678,211605,85306,56167,29139,78957,48586,30371,61515,38288,23227,199957,141860,58097,27734,16828,10906,10468,6642,3826,110083,66898,43185,37263,24409,12854
C5129,28,000,State - ANDHRA PRADESH,Rural,Literate but below primary,106654,64732,41922,16539,10254,6285,14414,8256,6158,12732,7451,5281,26641,17966,8675,7614,4205,3409,1706,964,742,18256,10217,8039,8752,5419,3333
C5129,28,000,State - ANDHRA PRADESH,Rural,Primary but below middle,188633,118070,70563,28530,18151,10379,26132,15309,10823,19202,11339,7863,57781,39772,18009,9116,5247,3869,3555,2024,1531,31557,18149,13408,12760,8079,4681
C5129,28,000,State - ANDHRA PRADESH,Rural,Middle but below matric/secondary,65008,41881,23127,9006,5898,3108,8848,5274,3574,6723,4144,2579,20599,14575,6024,2828,1841,987,1064,687,377,12208,7065,5143,3732,2397,1335
C5129,28,000,State - ANDHRA PRADESH,Rural,Matric/Secondary but below graduate,152699,107384,45315,18775,13341,5434,17685,12046,5639,14049,9517,4532,60631,44245,16386,4605,3182,1423,2522,1824,698,27649,18283,9366,6783,4946,1837
C5129,28,000,State - ANDHRA PRADESH,Rural,Graduate and above,38276,29126,9150,4566,3550,1016,3777,2787,990,2733,2036,697,18387,14107,4280,804,616,188,573,461,112,6424,4767,1657,1012,802,210
C5129,28,000,State - ANDHRA PRADESH,Urban,Total ,753646,411577,342069,136677,71094,65583,137046,70709,66337,81475,45488,35987,127214,78107,49107,40185,22308,17877,12588,6980,5608,170776,90362,80414,47685,26529,21156
C5129,28,000,State - ANDHRA PRADESH,Urban,Illiterate,269400,123257,146143,47116,19282,27834,42772,17713,25059,25369,12215,13154,42971,21208,21763,21706,11259,10447,6542,3234,3308,56442,25059,31383,26482,13287,13195
C5129,28,000,State - ANDHRA PRADESH,Urban,Literate,484246,288320,195926,89561,51812,37749,94274,52996,41278,56106,33273,22833,84243,56899,27344,18479,11049,7430,6046,3746,2300,114334,65303,49031,21203,13242,7961
C5129,28,000,State - ANDHRA PRADESH,Urban,Literate but below primary,49171,27281,21890,9281,4987,4294,9221,4827,4394,5618,3083,2535,7091,4493,2598,2631,1488,1143,632,374,258,11571,6137,5434,3126,1892,1234
C5129,28,000,State - ANDHRA PRADESH,Urban,Primary but below middle,101638,56080,45558,18693,10029,8664,18625,9566,9059,11652,6189,5463,19640,12662,6978,4336,2372,1964,1532,871,661,21831,11285,10546,5329,3106,2223
C5129,28,000,State - ANDHRA PRADESH,Urban,Middle but below matric/secondary,42275,23978,18297,7889,4274,3615,8031,4280,3751,4706,2547,2159,7296,4859,2437,1654,963,691,547,311,236,10056,5487,4569,2096,1257,839
C5129,28,000,State - ANDHRA PRADESH,Urban,Matric/Secondary but below graduate,154665,96003,58662,28992,17401,11591,29995,17487,12508,18118,11215,6903,28686,20132,8554,4967,3122,1845,1757,1184,573,35961,21403,14558,6189,4059,2130
C5129,28,000,State - ANDHRA PRADESH,Urban,Graduate and above,81918,53384,28534,15560,10119,5441,16880,10496,6384,10260,6880,3380,14886,10425,4461,2074,1348,726,608,409,199,19931,12463,7468,1719,1244,475
C5129,29,000,State - KARNATAKA,Total,Total ,1324205,726521,597684,264170,133909,130261,235691,122685,113006,90741,49848,40893,271982,171139,100843,93974,49501,44473,20913,10828,10085,246721,133079,113642,100013,55532,44481
C5129,29,000,State - KARNATAKA,Total,Illiterate,536919,244670,292249,108793,42747,66046,85305,35119,50186,42497,21129,21368,91061,46396,44665,52641,25741,26900,10187,4320,5867,85253,38194,47059,61182,31024,30158
C5129,29,000,State - KARNATAKA,Total,Literate,787286,481851,305435,155377,91162,64215,150386,87566,62820,48244,28719,19525,180921,124743,56178,41333,23760,17573,10726,6508,4218,161468,94885,66583,38831,24508,14323
C5129,29,000,State - KARNATAKA,Total,Literate but below primary,135247,80186,55061,25364,14646,10718,23563,13213,10350,11039,6557,4482,27627,18636,8991,9730,5356,4374,1771,966,805,26528,14893,11635,9625,5919,3706
C5129,29,000,State - KARNATAKA,Total,Primary but below middle,184200,108546,75654,35068,19808,15260,32968,18232,14736,13595,7911,5684,41112,27715,13397,11766,6569,5197,2978,1692,1286,35946,20064,15882,10767,6555,4212
C5129,29,000,State - KARNATAKA,Total,Middle but below matric/secondary,94736,58328,36408,18179,10751,7428,17188,9897,7291,6065,3615,2450,23498,16328,7170,4566,2748,1818,1348,813,535,19315,11248,8067,4577,2928,1649
C5129,29,000,State - KARNATAKA,Total,Matric/Secondary but below graduate,230407,145484,84923,47145,28309,18836,46620,28079,18541,10449,6347,4102,58528,40909,17619,8360,5031,3329,2659,1792,867,49206,30003,19203,7440,5014,2426
C5129,29,000,State - KARNATAKA,Total,Graduate and above,82203,52891,29312,20342,12429,7913,19312,12057,7255,3112,1941,1171,15455,11295,4160,2732,1648,1084,786,555,231,18389,11577,6812,2075,1389,686
C5129,29,000,State - KARNATAKA,Rural,Total ,792694,438605,354089,139405,69266,70139,120294,62341,57953,60633,33680,26953,195850,124089,71761,59116,30810,28306,13225,6698,6527,135183,73633,61550,68988,38088,30900
C5129,29,000,State - KARNATAKA,Rural,Illiterate,382083,173329,208754,76174,29208,46966,56283,22920,33363,31772,15880,15892,71848,36783,35065,36184,17291,18893,6843,2742,4101,57491,25617,31874,45488,22888,22600
C5129,29,000,State - KARNATAKA,Rural,Literate,410611,265276,145335,63231,40058,23173,64011,39421,24590,28861,17800,11061,124002,87306,36696,22932,13519,9413,6382,3956,2426,77692,48016,29676,23500,15200,8300
C5129,29,000,State - KARNATAKA,Rural,Literate but below primary,90145,55397,34748,15052,9183,5869,14165,8303,5862,7915,4838,3077,21293,14550,6743,6672,3699,2973,1192,675,517,16937,9809,7128,6919,4340,2579
C5129,29,000,State - KARNATAKA,Rural,Primary but below middle,112535,69638,42897,18181,11110,7071,17582,10252,7330,9349,5587,3762,29892,20536,9356,7837,4484,3353,1959,1104,855,20503,12039,8464,7232,4526,2706
C5129,29,000,State - KARNATAKA,Rural,Middle but below matric/secondary,55104,36128,18976,8761,5704,3057,8545,5286,3259,3889,2438,1451,17136,12166,4970,2621,1657,964,803,491,312,10538,6514,4024,2811,1872,939
C5129,29,000,State - KARNATAKA,Rural,Matric/Secondary but below graduate,98822,67812,31010,13803,9368,4435,15644,10321,5323,4618,3004,1614,37384,26813,10571,3077,2030,1047,1403,1006,397,19506,12862,6644,3387,2408,979
C5129,29,000,State - KARNATAKA,Rural,Graduate and above,17528,13416,4112,2256,1708,548,2429,1826,603,610,443,167,7582,5883,1699,446,337,109,296,246,50,3467,2611,856,442,362,80
C5129,29,000,State - KARNATAKA,Urban,Total ,531511,287916,243595,124765,64643,60122,115397,60344,55053,30108,16168,13940,76132,47050,29082,34858,18691,16167,7688,4130,3558,111538,59446,52092,31025,17444,13581
C5129,29,000,State - KARNATAKA,Urban,Illiterate,154836,71341,83495,32619,13539,19080,29022,12199,16823,10725,5249,5476,19213,9613,9600,16457,8450,8007,3344,1578,1766,27762,12577,15185,15694,8136,7558
C5129,29,000,State - KARNATAKA,Urban,Literate,376675,216575,160100,92146,51104,41042,86375,48145,38230,19383,10919,8464,56919,37437,19482,18401,10241,8160,4344,2552,1792,83776,46869,36907,15331,9308,6023
C5129,29,000,State - KARNATAKA,Urban,Literate but below primary,45102,24789,20313,10312,5463,4849,9398,4910,4488,3124,1719,1405,6334,4086,2248,3058,1657,1401,579,291,288,9591,5084,4507,2706,1579,1127
C5129,29,000,State - KARNATAKA,Urban,Primary but below middle,71665,38908,32757,16887,8698,8189,15386,7980,7406,4246,2324,1922,11220,7179,4041,3929,2085,1844,1019,588,431,15443,8025,7418,3535,2029,1506
C5129,29,000,State - KARNATAKA,Urban,Middle but below matric/secondary,39632,22200,17432,9418,5047,4371,8643,4611,4032,2176,1177,999,6362,4162,2200,1945,1091,854,545,322,223,8777,4734,4043,1766,1056,710
C5129,29,000,State - KARNATAKA,Urban,Matric/Secondary but below graduate,131585,77672,53913,33342,18941,14401,30976,17758,13218,5831,3343,2488,21144,14096,7048,5283,3001,2282,1256,786,470,29700,17141,12559,4053,2606,1447
C5129,29,000,State - KARNATAKA,Urban,Graduate and above,64675,39475,25200,18086,10721,7365,16883,10231,6652,2502,1498,1004,7873,5412,2461,2286,1311,975,490,309,181,14922,8966,5956,1633,1027,606
C5129,30,000,State - GOA,Total,Total ,33012,17016,15996,4964,2350,2614,5347,2621,2726,5272,2807,2465,5578,3153,2425,1817,965,852,1675,875,800,5784,2933,2851,2575,1312,1263
C5129,30,000,State - GOA,Total,Illiterate,9801,3913,5888,1516,460,1056,1564,547,1017,1173,547,626,1523,590,933,706,340,366,557,249,308,1518,624,894,1244,556,688
C5129,30,000,State - GOA,Total,Literate,23211,13103,10108,3448,1890,1558,3783,2074,1709,4099,2260,1839,4055,2563,1492,1111,625,486,1118,626,492,4266,2309,1957,1331,756,575
C5129,30,000,State - GOA,Total,Literate but below primary,4270,2375,1895,664,370,294,678,367,311,617,332,285,785,489,296,323,175,148,221,112,109,670,350,320,312,180,132
C5129,30,000,State - GOA,Total,Primary but below middle,3940,2214,1726,542,293,249,675,344,331,671,372,299,686,426,260,201,118,83,222,121,101,701,393,308,242,147,95
C5129,30,000,State - GOA,Total,Middle but below matric/secondary,2999,1780,1219,424,241,183,496,303,193,537,301,236,558,375,183,95,55,40,166,100,66,584,314,270,139,91,48
C5129,30,000,State - GOA,Total,Matric/Secondary but below graduate,6468,3882,2586,1008,599,409,1118,667,451,1289,754,535,1107,744,363,190,110,80,247,152,95,1278,714,564,231,142,89
C5129,30,000,State - GOA,Total,Graduate and above,2063,1147,916,343,198,145,340,180,160,443,226,217,308,198,110,52,25,27,40,22,18,487,265,222,50,33,17
C5129,30,000,State - GOA,Rural,Total ,14622,7479,7143,2418,1138,1280,2272,1072,1200,2148,1119,1029,2446,1418,1028,793,418,375,764,404,360,2553,1312,1241,1228,598,630
C5129,30,000,State - GOA,Rural,Illiterate,4785,1839,2946,849,265,584,777,260,517,524,234,290,741,292,449,288,136,152,263,112,151,736,290,446,607,250,357
C5129,30,000,State - GOA,Rural,Literate,9837,5640,4197,1569,873,696,1495,812,683,1624,885,739,1705,1126,579,505,282,223,501,292,209,1817,1022,795,621,348,273
C5129,30,000,State - GOA,Rural,Literate but below primary,2099,1209,890,348,208,140,339,177,162,263,144,119,367,242,125,192,105,87,99,52,47,338,190,148,153,91,62
C5129,30,000,State - GOA,Rural,Primary but below middle,1755,1013,742,246,138,108,291,151,140,304,166,138,285,198,87,76,39,37,107,61,46,340,196,144,106,64,42
C5129,30,000,State - GOA,Rural,Middle but below matric/secondary,1419,852,567,219,122,97,214,133,81,250,131,119,266,192,74,39,24,15,80,46,34,293,166,127,58,38,20
C5129,30,000,State - GOA,Rural,Matric/Secondary but below graduate,2421,1490,931,408,250,158,355,216,139,473,286,187,426,284,142,75,40,35,99,68,31,484,285,199,101,61,40
C5129,30,000,State - GOA,Rural,Graduate and above,496,283,213,81,48,33,69,37,32,115,55,60,80,53,27,16,11,5,9,6,3,110,62,48,16,11,5
C5129,30,000,State - GOA,Urban,Total ,18390,9537,8853,2546,1212,1334,3075,1549,1526,3124,1688,1436,3132,1735,1397,1024,547,477,911,471,440,3231,1621,1610,1347,714,633
C5129,30,000,State - GOA,Urban,Illiterate,5016,2074,2942,667,195,472,787,287,500,649,313,336,782,298,484,418,204,214,294,137,157,782,334,448,637,306,331
C5129,30,000,State - GOA,Urban,Literate,13374,7463,5911,1879,1017,862,2288,1262,1026,2475,1375,1100,2350,1437,913,606,343,263,617,334,283,2449,1287,1162,710,408,302
C5129,30,000,State - GOA,Urban,Literate but below primary,2171,1166,1005,316,162,154,339,190,149,354,188,166,418,247,171,131,70,61,122,60,62,332,160,172,159,89,70
C5129,30,000,State - GOA,Urban,Primary but below middle,2185,1201,984,296,155,141,384,193,191,367,206,161,401,228,173,125,79,46,115,60,55,361,197,164,136,83,53
C5129,30,000,State - GOA,Urban,Middle but below matric/secondary,1580,928,652,205,119,86,282,170,112,287,170,117,292,183,109,56,31,25,86,54,32,291,148,143,81,53,28
C5129,30,000,State - GOA,Urban,Matric/Secondary but below graduate,4047,2392,1655,600,349,251,763,451,312,816,468,348,681,460,221,115,70,45,148,84,64,794,429,365,130,81,49
C5129,30,000,State - GOA,Urban,Graduate and above,1567,864,703,262,150,112,271,143,128,328,171,157,228,145,83,36,14,22,31,16,15,377,203,174,34,22,12
C5129,31,000,State - LAKSHADWEEP,Total,Total ,1615,838,777,337,149,188,224,105,119,73,48,25,361,210,151,112,75,37,96,34,62,183,100,83,229,117,112
C5129,31,000,State - LAKSHADWEEP,Total,Illiterate,545,227,318,101,26,75,69,25,44,27,15,12,92,35,57,60,37,23,26,7,19,38,20,18,132,62,70
C5129,31,000,State - LAKSHADWEEP,Total,Literate,1070,611,459,236,123,113,155,80,75,46,33,13,269,175,94,52,38,14,70,27,43,145,80,65,97,55,42
C5129,31,000,State - LAKSHADWEEP,Total,Literate but below primary,311,169,142,62,32,30,41,22,19,17,14,3,77,49,28,18,11,7,23,6,17,35,18,17,38,17,21
C5129,31,000,State - LAKSHADWEEP,Total,Primary but below middle,266,156,110,68,29,39,33,18,15,10,9,1,59,40,19,24,19,5,18,9,9,29,17,12,25,15,10
C5129,31,000,State - LAKSHADWEEP,Total,Middle but below matric/secondary,173,96,77,38,20,18,31,8,23,7,4,3,44,32,12,5,3,2,8,5,3,24,13,11,16,11,5
C5129,31,000,State - LAKSHADWEEP,Total,Matric/Secondary but below graduate,206,128,78,46,34,12,33,22,11,8,5,3,55,35,20,1,1,0,13,4,9,39,19,20,11,8,3
C5129,31,000,State - LAKSHADWEEP,Total,Graduate and above,25,15,10,9,4,5,1,0,1,0,0,0,7,4,3,0,0,0,2,2,0,5,4,1,1,1,0
C5129,31,000,State - LAKSHADWEEP,Rural,Total ,396,188,208,104,45,59,47,22,25,10,7,3,79,44,35,24,13,11,39,12,27,35,16,19,58,29,29
C5129,31,000,State - LAKSHADWEEP,Rural,Illiterate,116,42,74,21,5,16,13,5,8,4,3,1,23,8,15,14,7,7,7,2,5,2,0,2,32,12,20
C5129,31,000,State - LAKSHADWEEP,Rural,Literate,280,146,134,83,40,43,34,17,17,6,4,2,56,36,20,10,6,4,32,10,22,33,16,17,26,17,9
C5129,31,000,State - LAKSHADWEEP,Rural,Literate but below primary,84,39,45,17,9,8,9,3,6,4,3,1,23,16,7,4,2,2,6,0,6,11,2,9,10,4,6
C5129,31,000,State - LAKSHADWEEP,Rural,Primary but below middle,71,35,36,29,8,21,3,3,0,0,0,0,11,8,3,6,4,2,9,4,5,7,4,3,6,4,2
C5129,31,000,State - LAKSHADWEEP,Rural,Middle but below matric/secondary,41,21,20,12,6,6,10,2,8,0,0,0,6,4,2,0,0,0,5,3,2,5,3,2,3,3,0
C5129,31,000,State - LAKSHADWEEP,Rural,Matric/Secondary but below graduate,57,35,22,21,15,6,6,5,1,2,1,1,11,4,7,0,0,0,6,2,4,7,4,3,4,4,0
C5129,31,000,State - LAKSHADWEEP,Rural,Graduate and above,9,6,3,3,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0
C5129,31,000,State - LAKSHADWEEP,Urban,Total ,1219,650,569,233,104,129,177,83,94,63,41,22,282,166,116,88,62,26,57,22,35,148,84,64,171,88,83
C5129,31,000,State - LAKSHADWEEP,Urban,Illiterate,429,185,244,80,21,59,56,20,36,23,12,11,69,27,42,46,30,16,19,5,14,36,20,16,100,50,50
C5129,31,000,State - LAKSHADWEEP,Urban,Literate,790,465,325,153,83,70,121,63,58,40,29,11,213,139,74,42,32,10,38,17,21,112,64,48,71,38,33
C5129,31,000,State - LAKSHADWEEP,Urban,Literate but below primary,227,130,97,45,23,22,32,19,13,13,11,2,54,33,21,14,9,5,17,6,11,24,16,8,28,13,15
C5129,31,000,State - LAKSHADWEEP,Urban,Primary but below middle,195,121,74,39,21,18,30,15,15,10,9,1,48,32,16,18,15,3,9,5,4,22,13,9,19,11,8
C5129,31,000,State - LAKSHADWEEP,Urban,Middle but below matric/secondary,132,75,57,26,14,12,21,6,15,7,4,3,38,28,10,5,3,2,3,2,1,19,10,9,13,8,5
C5129,31,000,State - LAKSHADWEEP,Urban,Matric/Secondary but below graduate,149,93,56,25,19,6,27,17,10,6,4,2,44,31,13,1,1,0,7,2,5,32,15,17,7,4,3
C5129,31,000,State - LAKSHADWEEP,Urban,Graduate and above,16,9,7,6,3,3,0,0,0,0,0,0,4,1,3,0,0,0,2,2,0,4,3,1,0,0,0
C5129,32,000,State - KERALA,Total,Total ,761843,394706,367137,115513,53167,62346,105366,48087,57279,41346,22319,19027,171630,100894,70736,65709,35614,30095,66915,33819,33096,96131,49498,46633,99233,51308,47925
C5129,32,000,State - KERALA,Total,Illiterate,222540,95671,126869,28114,8558,19556,24388,8323,16065,10941,5527,5414,31916,13313,18603,39673,20723,18950,17023,6593,10430,19033,8227,10806,51452,24407,27045
C5129,32,000,State - KERALA,Total,Literate,539303,299035,240268,87399,44609,42790,80978,39764,41214,30405,16792,13613,139714,87581,52133,26036,14891,11145,49892,27226,22666,77098,41271,35827,47781,26901,20880
C5129,32,000,State - KERALA,Total,Literate but below primary,123469,62544,60925,23788,10605,13183,19033,8659,10374,6355,3585,2770,29403,16953,12450,6866,3761,3105,9157,4352,4805,14968,7561,7407,13899,7068,6831
C5129,32,000,State - KERALA,Total,Primary but below middle,125132,69779,55353,21848,10920,10928,18098,9089,9009,6745,3839,2906,31091,19607,11484,7214,4113,3101,12099,6701,5398,16279,8842,7437,11758,6668,5090
C5129,32,000,State - KERALA,Total,Middle but below matric/secondary,92269,54667,37602,13438,7483,5955,12786,6591,6195,5544,3104,2440,24718,16699,8019,4748,2842,1906,10470,6072,4398,13426,7592,5834,7139,4284,2855
C5129,32,000,State - KERALA,Total,Matric/Secondary but below graduate,131372,76169,55203,18910,10807,8103,21210,10838,10372,8244,4477,3767,36423,23557,12866,3406,2039,1367,11892,6695,5197,22181,12167,10014,9106,5589,3517
C5129,32,000,State - KERALA,Total,Graduate and above,26477,14563,11914,4286,2434,1852,4562,2214,2348,1543,747,796,7992,4887,3105,267,148,119,1662,966,696,5175,2543,2632,990,624,366
C5129,32,000,State - KERALA,Rural,Total ,414875,215752,199123,63409,29155,34254,56110,25617,30493,22534,12267,10267,93297,55511,37786,35170,18926,16244,37432,18941,18491,52351,27088,25263,54572,28247,26325
C5129,32,000,State - KERALA,Rural,Illiterate,126968,54689,72279,16916,5284,11632,14229,4863,9366,6186,3154,3032,18678,8095,10583,21571,11119,10452,9729,3839,5890,10986,4758,6228,28673,13577,15096
C5129,32,000,State - KERALA,Rural,Literate,287907,161063,126844,46493,23871,22622,41881,20754,21127,16348,9113,7235,74619,47416,27203,13599,7807,5792,27703,15102,12601,41365,22330,19035,25899,14670,11229
C5129,32,000,State - KERALA,Rural,Literate but below primary,69524,35916,33608,13517,6154,7363,10684,4968,5716,3484,2014,1470,16501,9718,6783,3630,1997,1633,5198,2530,2668,8504,4380,4124,8006,4155,3851
C5129,32,000,State - KERALA,Rural,Primary but below middle,67646,38229,29417,11838,5983,5855,9538,4880,4658,3741,2143,1598,16810,10801,6009,3714,2122,1592,6671,3680,2991,8936,4939,3997,6398,3681,2717
C5129,32,000,State - KERALA,Rural,Middle but below matric/secondary,49647,29466,20181,6951,3882,3069,6632,3471,3161,3011,1694,1317,13382,9067,4315,2677,1592,1085,5723,3268,2455,7402,4178,3224,3869,2314,1555
C5129,32,000,State - KERALA,Rural,Matric/Secondary but below graduate,68081,39663,28418,9524,5440,4084,10489,5361,5128,4415,2379,2036,18928,12408,6520,1785,1087,698,6585,3706,2879,11704,6410,5294,4651,2872,1779
C5129,32,000,State - KERALA,Rural,Graduate and above,11460,6364,5096,1849,1053,796,1792,855,937,654,330,324,3556,2197,1359,112,65,47,888,519,369,2174,1081,1093,435,264,171
C5129,32,000,State - KERALA,Urban,Total ,346968,178954,168014,52104,24012,28092,49256,22470,26786,18812,10052,8760,78333,45383,32950,30539,16688,13851,29483,14878,14605,43780,22410,21370,44661,23061,21600
C5129,32,000,State - KERALA,Urban,Illiterate,95572,40982,54590,11198,3274,7924,10159,3460,6699,4755,2373,2382,13238,5218,8020,18102,9604,8498,7294,2754,4540,8047,3469,4578,22779,10830,11949
C5129,32,000,State - KERALA,Urban,Literate,251396,137972,113424,40906,20738,20168,39097,19010,20087,14057,7679,6378,65095,40165,24930,12437,7084,5353,22189,12124,10065,35733,18941,16792,21882,12231,9651
C5129,32,000,State - KERALA,Urban,Literate but below primary,53945,26628,27317,10271,4451,5820,8349,3691,4658,2871,1571,1300,12902,7235,5667,3236,1764,1472,3959,1822,2137,6464,3181,3283,5893,2913,2980
C5129,32,000,State - KERALA,Urban,Primary but below middle,57486,31550,25936,10010,4937,5073,8560,4209,4351,3004,1696,1308,14281,8806,5475,3500,1991,1509,5428,3021,2407,7343,3903,3440,5360,2987,2373
C5129,32,000,State - KERALA,Urban,Middle but below matric/secondary,42622,25201,17421,6487,3601,2886,6154,3120,3034,2533,1410,1123,11336,7632,3704,2071,1250,821,4747,2804,1943,6024,3414,2610,3270,1970,1300
C5129,32,000,State - KERALA,Urban,Matric/Secondary but below graduate,63291,36506,26785,9386,5367,4019,10721,5477,5244,3829,2098,1731,17495,11149,6346,1621,952,669,5307,2989,2318,10477,5757,4720,4455,2717,1738
C5129,32,000,State - KERALA,Urban,Graduate and above,15017,8199,6818,2437,1381,1056,2770,1359,1411,889,417,472,4436,2690,1746,155,83,72,774,447,327,3001,1462,1539,555,360,195
C5129,33,000,State - TAMIL NADU,Total,Total ,1179963,657418,522545,127405,67744,59661,220241,109879,110362,80077,44512,35565,287241,177476,109765,100847,55854,44993,32964,17707,15257,238392,131150,107242,92796,53096,39700
C5129,33,000,State - TAMIL NADU,Total,Illiterate,464141,217817,246324,54445,22964,31481,73426,28162,45264,40566,20597,19969,84953,41487,43466,66583,35122,31461,16695,7591,9104,71190,32247,38943,56283,29647,26636
C5129,33,000,State - TAMIL NADU,Total,Literate,715822,439601,276221,72960,44780,28180,146815,81717,65098,39511,23915,15596,202288,135989,66299,34264,20732,13532,16269,10116,6153,167202,98903,68299,36513,23449,13064
C5129,33,000,State - TAMIL NADU,Total,Literate but below primary,74107,43456,30651,8211,4794,3417,14886,7822,7064,5829,3424,2405,17213,11305,5908,5600,3263,2337,1256,704,552,16111,9034,7077,5001,3110,1891
C5129,33,000,State - TAMIL NADU,Total,Primary but below middle,179460,109080,70380,18959,11498,7461,35999,19718,16281,12247,7315,4932,48674,32947,15727,10719,6278,4441,4361,2537,1824,37851,22143,15708,10650,6644,4006
C5129,33,000,State - TAMIL NADU,Total,Middle but below matric/secondary,130881,80221,50660,13381,8122,5259,26424,14350,12074,7685,4570,3115,37776,25813,11963,6035,3716,2319,3210,2011,1199,29305,17162,12143,7065,4477,2588
C5129,33,000,State - TAMIL NADU,Total,Matric/Secondary but below graduate,205106,129926,75180,20561,13068,7493,43496,25123,18373,8496,5343,3153,63618,43325,20293,5414,3528,1886,4657,3062,1595,50784,30995,19789,8080,5482,2598
C5129,33,000,State - TAMIL NADU,Total,Graduate and above,72330,44837,27493,7051,4456,2595,15582,9111,6471,1920,1211,709,23854,15335,8519,1251,807,444,1223,886,337,19686,11828,7858,1763,1203,560
C5129,33,000,State - TAMIL NADU,Rural,Total ,621745,346846,274899,71650,37833,33817,107621,53739,53882,47160,26156,21004,158624,98242,60382,52522,28518,24004,17344,9009,8335,113844,63088,50756,52980,30261,22719
C5129,33,000,State - TAMIL NADU,Rural,Illiterate,288881,135127,153754,37013,15716,21297,45926,17664,28262,26615,13527,13088,56749,27974,28775,35961,18564,17397,9245,3886,5359,41890,19033,22857,35482,18763,16719
C5129,33,000,State - TAMIL NADU,Rural,Literate,332864,211719,121145,34637,22117,12520,61695,36075,25620,20545,12629,7916,101875,70268,31607,16561,9954,6607,8099,5123,2976,71954,44055,27899,17498,11498,6000
C5129,33,000,State - TAMIL NADU,Rural,Literate but below primary,40042,24085,15957,4486,2693,1793,7643,4167,3476,3353,1967,1386,9913,6689,3224,2961,1713,1248,673,387,286,8278,4742,3536,2735,1727,1008
C5129,33,000,State - TAMIL NADU,Rural,Primary but below middle,98068,62021,36047,10739,6845,3894,18799,10959,7840,7277,4453,2824,27876,19326,8550,5956,3469,2487,2339,1392,947,19165,11787,7378,5917,3790,2127
C5129,33,000,State - TAMIL NADU,Rural,Middle but below matric/secondary,66179,41840,24339,6781,4301,2480,12610,7234,5376,4156,2515,1641,20461,14259,6202,3121,1896,1225,1735,1061,674,13886,8370,5516,3429,2204,1225
C5129,33,000,State - TAMIL NADU,Rural,Matric/Secondary but below graduate,85336,56022,29314,8443,5591,2852,15725,9620,6105,3657,2360,1297,29727,20603,9124,2317,1523,794,2205,1496,709,20083,12604,7479,3179,2225,954
C5129,33,000,State - TAMIL NADU,Rural,Graduate and above,18947,12808,6139,1797,1238,559,2613,1708,905,472,309,163,8290,5608,2682,321,222,99,498,404,94,4524,2974,1550,432,345,87
C5129,33,000,State - TAMIL NADU,Urban,Total ,558218,310572,247646,55755,29911,25844,112620,56140,56480,32917,18356,14561,128617,79234,49383,48325,27336,20989,15620,8698,6922,124548,68062,56486,39816,22835,16981
